net,length_um
_08130_,42.06µm
_10224_,42.06µm
_06837_,42.04µm
net63,42.04µm
net861,42.04µm
_16163_,42.02µm
_08300_,42µm
_20328_,42µm
clknet_leaf_159_clk,41.995µm
_17675_,41.98µm
_04112_,41.96µm
_16155_,41.96µm
_12407_,41.94µm
_02904_,41.92µm
_08562_,41.92µm
_15163_,41.92µm
u_sq.cnt_mem\[5\]\[9\],41.92µm
_15246_,41.9µm
net266,41.87µm
_04386_,41.86µm
_07739_,41.84µm
_09656_,41.82µm
_13998_,41.78µm
_06253_,41.76µm
_00665_,41.74µm
_07586_,41.74µm
net496,41.735µm
_07855_,41.72µm
_12426_,41.72µm
_16268_,41.72µm
_14901_,41.68µm
_20163_,41.68µm
_17811_,41.65µm
_15609_,41.62µm
_18592_,41.62µm
_00737_,41.6µm
_07437_,41.6µm
_18789_,41.6µm
_08613_,41.58µm
_14520_,41.575µm
_16873_,41.52µm
net1673,41.47µm
net1729,41.44µm
pq_enq_id_r\[0\],41.4µm
net253,41.4µm
_10510_,41.395µm
_15213_,41.37µm
_04650_,41.36µm
_19401_,41.3µm
_19829_,41.3µm
_19618_,41.28µm
_00779_,41.24µm
_05787_,41.24µm
_06583_,41.22µm
_16196_,41.22µm
_16322_,41.22µm
_10974_,41.2µm
_20568_,41.2µm
_03064_,41.16µm
_19528_,41.1µm
rsp_word\[22\],41.095µm
_15651_,41.08µm
_15487_,41.06µm
_19770_,41.04µm
_14658_,41.02µm
_14735_,41.02µm
_19392_,41µm
_21454_,41µm
_12489_,40.98µm
_17187_,40.98µm
net101,40.96µm
net1509,40.92µm
u_sq.cnt_mem\[1\]\[12\],40.9µm
_06865_,40.88µm
net439,40.88µm
_05066_,40.86µm
_10258_,40.86µm
u_sq.id_mem\[14\]\[2\],40.86µm
_06297_,40.83µm
_05955_,40.78µm
_09648_,40.78µm
_15379_,40.78µm
_15529_,40.76µm
_18039_,40.76µm
u_sq.cnt_mem\[9\]\[3\],40.74µm
net1822,40.74µm
_16132_,40.72µm
_17202_,40.7µm
_05406_,40.66µm
_08291_,40.64µm
sq_wake_id\[3\],40.64µm
_05200_,40.62µm
pq_head_key\[12\],40.61µm
_17906_,40.54µm
_21340_,40.54µm
_20815_,40.52µm
_12529_,40.5µm
net1656,40.5µm
clknet_leaf_265_clk,40.5µm
net1778,40.49µm
_10109_,40.47µm
_05142_,40.46µm
_18026_,40.46µm
pq_depth\[1\],40.46µm
_09659_,40.44µm
_14609_,40.44µm
_20735_,40.44µm
_04155_,40.42µm
net1811,40.41µm
_20773_,40.38µm
_00469_,40.36µm
_20677_,40.36µm
_18472_,40.32µm
_03733_,40.3µm
_05143_,40.28µm
_17260_,40.26µm
_17496_,40.26µm
_00774_,40.18µm
_00813_,40.18µm
_11250_,40.18µm
_05769_,40.16µm
_15284_,40.145µm
_15231_,40.13µm
_17774_,40.12µm
_21441_,40.12µm
_18081_,40.11µm
_07087_,40.1µm
u_ctrl.u_task_table.abs_deadline_mem\[13\]\[1\],40.1µm
_09044_,40.06µm
clknet_leaf_204_clk,40.04µm
_00520_,40.02µm
_05087_,40.02µm
_09969_,40µm
_12434_,40µm
_15661_,39.96µm
u_pq.cell_id_w\[2\]\[0\],39.96µm
_15277_,39.92µm
rsp_word\[23\],39.905µm
_00501_,39.9µm
_16293_,39.9µm
_18111_,39.88µm
_17944_,39.86µm
_00523_,39.84µm
_01020_,39.83µm
_06846_,39.82µm
_07299_,39.82µm
_14847_,39.82µm
_16203_,39.82µm
_17255_,39.82µm
_05925_,39.8µm
_15445_,39.8µm
_09765_,39.76µm
_16343_,39.76µm
_18107_,39.76µm
ctrl_cmd_word2\[14\],39.75µm
_07393_,39.74µm
_08605_,39.74µm
_20704_,39.72µm
_15671_,39.7µm
u_sq.cnt_mem\[5\]\[8\],39.7µm
_00531_,39.68µm
_12162_,39.68µm
rsp_word\[29\],39.665µm
_08848_,39.64µm
_16980_,39.625µm
_10419_,39.62µm
_21404_,39.62µm
u_ctrl.u_task_table.period_mem\[12\]\[12\],39.62µm
_16339_,39.6µm
_20995_,39.6µm
_08341_,39.58µm
_00794_,39.54µm
_07365_,39.54µm
_18216_,39.54µm
_06158_,39.52µm
_14812_,39.48µm
_16092_,39.48µm
_15319_,39.42µm
_04785_,39.38µm
_14616_,39.38µm
_06099_,39.36µm
_03046_,39.35µm
net1770,39.35µm
_20425_,39.32µm
_02950_,39.3µm
_14495_,39.3µm
_05773_,39.28µm
_06875_,39.28µm
_06039_,39.24µm
_11731_,39.24µm
_06755_,39.18µm
net451,39.18µm
_19016_,39.17µm
_06618_,39.16µm
_19914_,39.15µm
_09624_,39.14µm
_12000_,39.12µm
_08592_,39.1µm
_14619_,39.08µm
u_pq.cell_id_w\[1\]\[2\],39.06µm
_00687_,39.04µm
_08788_,39.04µm
_04037_,39.02µm
_05946_,38.94µm
net256,38.94µm
u_sq.cnt_mem\[13\]\[17\],38.92µm
net619,38.92µm
_04994_,38.91µm
_14867_,38.86µm
_06385_,38.82µm
_00694_,38.8µm
_06170_,38.8µm
net798,38.8µm
_04952_,38.78µm
net1365,38.69µm
_00769_,38.64µm
_09257_,38.63µm
_16525_,38.6µm
_10502_,38.58µm
_16224_,38.58µm
_14479_,38.56µm
_08749_,38.5µm
_05414_,38.48µm
_05158_,38.475µm
_00659_,38.465µm
_18029_,38.42µm
net1431,38.41µm
_11313_,38.38µm
_07310_,38.36µm
_07315_,38.36µm
_08596_,38.36µm
net933,38.36µm
_20732_,38.32µm
_21405_,38.28µm
net1680,38.26µm
_10378_,38.24µm
_15630_,38.24µm
_15768_,38.24µm
u_sq.cnt_mem\[9\]\[7\],38.2µm
_08558_,38.18µm
_17252_,38.18µm
u_sq.cnt_mem\[15\]\[22\],38.18µm
net1702,38.16µm
_04766_,38.14µm
_04947_,38.14µm
_05839_,38.12µm
_06849_,38.12µm
_06910_,38.12µm
net1267,38.12µm
_11727_,38.1µm
_11836_,38.08µm
_17958_,38.08µm
_03187_,38.04µm
u_pq.cell_id_w\[5\]\[1\],38.025µm
_05573_,38.02µm
_18151_,38.02µm
_14863_,38µm
_17831_,38µm
_05905_,37.99µm
_18640_,37.98µm
u_sq.cnt_mem\[0\]\[0\],37.98µm
_17201_,37.96µm
net1349,37.96µm
net1553,37.95µm
_07335_,37.92µm
_05209_,37.88µm
_15239_,37.88µm
_18279_,37.88µm
_07004_,37.86µm
_11580_,37.84µm
_03065_,37.82µm
_19879_,37.8µm
_16056_,37.78µm
net1537,37.78µm
_18754_,37.74µm
_20439_,37.74µm
_08673_,37.7µm
_16351_,37.68µm
_15304_,37.66µm
_15744_,37.66µm
_03017_,37.64µm
_03785_,37.64µm
net1334,37.64µm
_03059_,37.62µm
u_sq.cnt_mem\[4\]\[30\],37.6µm
_05565_,37.58µm
_17600_,37.56µm
net1716,37.56µm
_05468_,37.54µm
u_sq.cnt_mem\[10\]\[6\],37.54µm
u_sq.cnt_mem\[10\]\[20\],37.52µm
_10215_,37.5µm
_15613_,37.5µm
_05398_,37.48µm
_18325_,37.48µm
_04145_,37.46µm
_07888_,37.46µm
net49,37.44µm
net1548,37.44µm
_04554_,37.42µm
_10797_,37.42µm
u_sq.cnt_mem\[15\]\[23\],37.36µm
_08135_,37.34µm
_16370_,37.34µm
net1652,37.33µm
_08069_,37.3µm
_12610_,37.26µm
_18238_,37.26µm
_05756_,37.24µm
_05930_,37.24µm
net1810,37.23µm
_10832_,37.1µm
_04617_,37.08µm
_07306_,37.08µm
_12436_,37.08µm
net44,37.08µm
_16263_,37.06µm
_16715_,37.06µm
_19601_,37.06µm
_11544_,37.04µm
_16432_,37.04µm
_11328_,37.02µm
_00740_,37µm
_19596_,36.98µm
_09646_,36.96µm
_05125_,36.94µm
_05813_,36.94µm
_09221_,36.92µm
_20453_,36.9µm
_21140_,36.9µm
u_sq.id_mem\[1\]\[3\],36.88µm
_10281_,36.84µm
_17592_,36.82µm
net1730,36.79µm
_00748_,36.78µm
_11726_,36.76µm
_00468_,36.74µm
_19712_,36.68µm
_06836_,36.66µm
net1718,36.66µm
rsp_word\[20\],36.645µm
_10516_,36.64µm
_12495_,36.64µm
_21168_,36.64µm
_04956_,36.62µm
_09272_,36.62µm
_12703_,36.62µm
_17570_,36.62µm
_09186_,36.58µm
net1681,36.57µm
net1715,36.57µm
_04264_,36.56µm
_15583_,36.54µm
_04208_,36.52µm
_05682_,36.48µm
_07698_,36.44µm
_20608_,36.44µm
_04808_,36.43µm
_17673_,36.43µm
_14685_,36.415µm
_06640_,36.4µm
_15100_,36.4µm
_16110_,36.4µm
_05885_,36.38µm
_07710_,36.38µm
_15294_,36.38µm
_16942_,36.36µm
_20427_,36.36µm
net1720,36.36µm
net1452,36.34µm
net1619,36.34µm
_12520_,36.32µm
_21418_,36.32µm
u_sq.cnt_mem\[9\]\[16\],36.3µm
_10091_,36.28µm
_00746_,36.26µm
_00598_,36.22µm
u_sq.cnt_mem\[15\]\[8\],36.2µm
_00425_,36.18µm
_10068_,36.16µm
_06596_,36.155µm
_04149_,36.14µm
net1499,36.07µm
_04556_,36.06µm
_11656_,36.06µm
_14823_,36.06µm
_15824_,36.06µm
net1759,36.05µm
_16185_,36.02µm
_20520_,36µm
_06786_,35.98µm
u_sq.cnt_mem\[13\]\[20\],35.96µm
_02908_,35.94µm
_06977_,35.94µm
_08351_,35.94µm
_04169_,35.92µm
_12089_,35.92µm
u_sq.cnt_mem\[1\]\[25\],35.92µm
_00749_,35.88µm
_21072_,35.86µm
_08023_,35.84µm
_08803_,35.84µm
_15533_,35.84µm
rsp_word\[25\],35.825µm
net1514,35.82µm
net879,35.77µm
_17263_,35.74µm
fast_mask_r\[7\],35.74µm
_03927_,35.72µm
u_ctrl.tick_count\[31\],35.7µm
_04305_,35.68µm
_07140_,35.68µm
_08230_,35.64µm
_20765_,35.64µm
u_sq.cnt_mem\[2\]\[24\],35.62µm
_15235_,35.615µm
_07226_,35.6µm
_21285_,35.6µm
_10575_,35.56µm
_16126_,35.54µm
_16394_,35.54µm
_20067_,35.54µm
u_sq.cnt_mem\[9\]\[30\],35.54µm
_15390_,35.505µm
_02915_,35.48µm
_03469_,35.48µm
_04204_,35.48µm
_18277_,35.46µm
_07412_,35.42µm
_16318_,35.42µm
u_sq.cnt_mem\[14\]\[1\],35.42µm
net687,35.42µm
_04742_,35.405µm
_06491_,35.4µm
_06623_,35.4µm
_10953_,35.4µm
_14839_,35.4µm
_05306_,35.38µm
_04948_,35.36µm
net1808,35.34µm
_20611_,35.32µm
_10057_,35.31µm
_00470_,35.3µm
_15089_,35.28µm
_15654_,35.28µm
_17524_,35.28µm
_20411_,35.28µm
_00652_,35.26µm
_19384_,35.26µm
_20414_,35.22µm
_06885_,35.2µm
_07554_,35.18µm
_09362_,35.16µm
_15527_,35.16µm
_04180_,35.14µm
_20609_,35.14µm
_12431_,35.1µm
_15328_,35.1µm
u_sq.cnt_mem\[12\]\[1\],35.1µm
_00951_,35.08µm
_20115_,35.03µm
_04187_,35.02µm
u_sq.cnt_mem\[7\]\[15\],35.02µm
net723,35.02µm
_14483_,35µm
_10413_,34.995µm
_12583_,34.98µm
_15220_,34.98µm
net1854,34.98µm
_09762_,34.96µm
_18442_,34.94µm
_20975_,34.9µm
_15600_,34.88µm
_20248_,34.88µm
_04422_,34.855µm
_08072_,34.84µm
_09368_,34.84µm
_05634_,34.82µm
u_pq.cell_key_w\[4\]\[15\],34.82µm
_21071_,34.78µm
_03128_,34.76µm
_08540_,34.76µm
_12604_,34.76µm
_17210_,34.76µm
_00883_,34.74µm
u_sq.cnt_mem\[13\]\[27\],34.74µm
net1350,34.74µm
_21411_,34.72µm
u_sq.cnt_mem\[7\]\[14\],34.72µm
_00714_,34.7µm
_08521_,34.7µm
_06025_,34.68µm
_10256_,34.68µm
_06759_,34.66µm
_07138_,34.66µm
_10743_,34.66µm
rsp_word\[9\],34.635µm
_00339_,34.62µm
_06517_,34.62µm
_10644_,34.62µm
_19111_,34.62µm
_00716_,34.605µm
_06029_,34.6µm
_16096_,34.6µm
_06675_,34.58µm
u_sq.cnt_mem\[13\]\[24\],34.58µm
_04178_,34.56µm
_10563_,34.56µm
u_ctrl.tt_wr_remaining_wcet\[0\],34.56µm
u_sq.cnt_mem\[7\]\[31\],34.54µm
_05115_,34.52µm
_05801_,34.52µm
_10219_,34.48µm
_14771_,34.48µm
_14870_,34.48µm
_00459_,34.46µm
_06269_,34.43µm
_00907_,34.42µm
_05197_,34.42µm
_19924_,34.42µm
_00440_,34.38µm
_18161_,34.38µm
_11093_,34.36µm
net93,34.34µm
_04298_,34.32µm
_07388_,34.32µm
_15978_,34.32µm
_08616_,34.3µm
_20720_,34.3µm
_14649_,34.28µm
_14468_,34.26µm
_20001_,34.26µm
_19382_,34.24µm
_20187_,34.24µm
_05065_,34.22µm
_14665_,34.22µm
_08812_,34.18µm
_16795_,34.175µm
_00785_,34.14µm
_15674_,34.14µm
_16194_,34.14µm
_16222_,34.14µm
_18970_,34.14µm
net1707,34.11µm
_11096_,34.1µm
_08564_,34.06µm
_00591_,34µm
net1604,34µm
_03084_,33.98µm
_08860_,33.98µm
_16408_,33.98µm
net1876,33.95µm
net1317,33.94µm
_00522_,33.92µm
_03164_,33.9µm
_11699_,33.9µm
_11719_,33.88µm
_03708_,33.86µm
_14420_,33.86µm
net1546,33.86µm
_08943_,33.84µm
_10650_,33.84µm
_15291_,33.84µm
_17568_,33.84µm
_21006_,33.84µm
_00915_,33.82µm
_09474_,33.82µm
_15262_,33.82µm
_03946_,33.78µm
_07690_,33.78µm
_08184_,33.78µm
_09387_,33.78µm
_10834_,33.78µm
u_sq.cnt_mem\[7\]\[17\],33.78µm
_10084_,33.76µm
_06258_,33.72µm
_09970_,33.72µm
_18911_,33.675µm
_10751_,33.64µm
_11593_,33.64µm
_15228_,33.64µm
_00514_,33.62µm
u_pq.cell_id_w\[2\]\[1\],33.62µm
_18314_,33.605µm
_10184_,33.6µm
_15780_,33.6µm
_19810_,33.56µm
_16114_,33.52µm
_19422_,33.51µm
_00806_,33.5µm
_21022_,33.5µm
_10944_,33.46µm
u_sq.cnt_mem\[15\]\[28\],33.44µm
_15263_,33.4µm
net1503,33.35µm
_07320_,33.34µm
_11663_,33.34µm
_15273_,33.32µm
_11543_,33.28µm
_17636_,33.28µm
u_sq.cnt_mem\[9\]\[10\],33.28µm
_03549_,33.275µm
_03782_,33.26µm
_03860_,33.26µm
_08762_,33.26µm
_11503_,33.26µm
_17262_,33.26µm
u_ctrl.tt_wr_remaining_wcet\[12\],33.22µm
_00489_,33.2µm
_04904_,33.2µm
tick_divider\[7\],33.2µm
_05934_,33.18µm
_06949_,33.18µm
_09814_,33.18µm
_11035_,33.18µm
u_sq.cnt_mem\[13\]\[14\],33.18µm
_00458_,33.16µm
_10234_,33.14µm
_21276_,33.14µm
_06351_,33.1µm
_10714_,33.1µm
_03088_,33.06µm
_17256_,33.06µm
_10837_,33.04µm
_09057_,33.02µm
u_sq.cnt_mem\[15\]\[4\],33.02µm
_06647_,32.98µm
_08621_,32.98µm
_03705_,32.92µm
u_sq.cnt_mem\[6\]\[12\],32.92µm
net939,32.92µm
_06247_,32.9µm
_07711_,32.88µm
_07718_,32.88µm
_08584_,32.88µm
_06132_,32.85µm
_19428_,32.84µm
_20539_,32.84µm
_15349_,32.82µm
net809,32.82µm
_18049_,32.8µm
_06050_,32.78µm
_16418_,32.76µm
_08124_,32.74µm
_17883_,32.74µm
net1801,32.73µm
_10554_,32.72µm
_00454_,32.68µm
_07494_,32.68µm
_20258_,32.63µm
net1260,32.6µm
_08336_,32.58µm
_08461_,32.58µm
_05635_,32.56µm
_09354_,32.54µm
_10868_,32.54µm
_09476_,32.52µm
_15403_,32.52µm
_17732_,32.52µm
u_pq.cell_id_w\[3\]\[3\],32.505µm
_07843_,32.5µm
_17267_,32.48µm
net1796,32.48µm
_16215_,32.46µm
u_sq.id_mem\[13\]\[1\],32.46µm
_08346_,32.42µm
_06573_,32.4µm
_08987_,32.4µm
_14088_,32.4µm
_19708_,32.4µm
_10386_,32.39µm
net703,32.37µm
_20923_,32.34µm
u_sq.cnt_mem\[11\]\[1\],32.34µm
net1572,32.32µm
_06368_,32.3µm
_08119_,32.3µm
u_sq.cnt_mem\[2\]\[31\],32.28µm
net1783,32.23µm
_08852_,32.21µm
_01004_,32.2µm
_09365_,32.2µm
_16082_,32.2µm
_11929_,32.18µm
_15748_,32.18µm
u_sq.cnt_mem\[1\]\[24\],32.18µm
net1709,32.175µm
_03940_,32.16µm
_10606_,32.16µm
net1442,32.13µm
_00556_,32.125µm
_10167_,32.12µm
_06086_,32.11µm
_06900_,32.1µm
u_sq.cnt_mem\[11\]\[31\],32.1µm
_00705_,32.08µm
_16115_,32.08µm
u_spi.rx_shift\[30\],32.08µm
_03261_,32.04µm
u_sq.cnt_mem\[2\]\[12\],32.04µm
net92,32.04µm
u_ctrl.tt_wr_wcet\[4\],32.02µm
_14835_,31.98µm
_20604_,31.98µm
_07282_,31.96µm
_06053_,31.94µm
_00790_,31.92µm
_07153_,31.92µm
_16877_,31.92µm
net262,31.92µm
_19360_,31.88µm
net1497,31.88µm
_15052_,31.86µm
net1921,31.85µm
_03122_,31.82µm
_03251_,31.8µm
_11621_,31.8µm
_19627_,31.78µm
pq_head_key\[13\],31.78µm
u_sq.cnt_mem\[13\]\[15\],31.78µm
_03041_,31.76µm
_02814_,31.725µm
_05206_,31.72µm
_05654_,31.72µm
u_sq.id_mem\[6\]\[3\],31.7µm
_18919_,31.68µm
net1539,31.68µm
_02901_,31.66µm
_06708_,31.66µm
_05999_,31.64µm
_00499_,31.62µm
_09175_,31.62µm
_13357_,31.62µm
_00896_,31.605µm
_06684_,31.6µm
_12588_,31.6µm
_04201_,31.58µm
_20957_,31.58µm
net1393,31.58µm
_05899_,31.56µm
_07952_,31.54µm
_07977_,31.54µm
_20770_,31.52µm
net1342,31.52µm
_20298_,31.5µm
_15057_,31.48µm
_18627_,31.48µm
_00663_,31.46µm
_02911_,31.46µm
_11077_,31.46µm
_07102_,31.44µm
_10159_,31.44µm
_21290_,31.44µm
net1345,31.44µm
_12387_,31.38µm
_17957_,31.38µm
u_sq.cnt_mem\[4\]\[31\],31.38µm
_07503_,31.32µm
_06282_,31.28µm
_06408_,31.28µm
_21091_,31.28µm
_16632_,31.26µm
u_sq.cnt_mem\[6\]\[30\],31.24µm
u_sq.id_mem\[15\]\[1\],31.23µm
_07641_,31.22µm
_07376_,31.18µm
_15895_,31.18µm
_19261_,31.18µm
_19886_,31.18µm
_00493_,31.16µm
_07576_,31.16µm
_21281_,31.16µm
u_sq.cnt_mem\[12\]\[2\],31.16µm
_03480_,31.14µm
_06680_,31.14µm
_11858_,31.14µm
_12461_,31.14µm
_17175_,31.12µm
_18153_,31.12µm
_10088_,31.1µm
_11115_,31.1µm
_10102_,31.08µm
_17189_,31.08µm
_10331_,31.06µm
_18368_,31.06µm
_12517_,31.055µm
_03278_,31.04µm
_04003_,31.02µm
_04750_,31.02µm
_18598_,31.02µm
_05449_,30.98µm
_20725_,30.98µm
_00517_,30.965µm
_07304_,30.96µm
_09193_,30.96µm
_15627_,30.96µm
_15952_,30.96µm
_16280_,30.96µm
net1502,30.95µm
net1714,30.89µm
_00906_,30.88µm
_10578_,30.88µm
_21267_,30.88µm
_06030_,30.86µm
u_sq.cnt_mem\[5\]\[16\],30.82µm
_04690_,30.8µm
_19542_,30.8µm
_05232_,30.78µm
_10416_,30.78µm
_11905_,30.78µm
_15297_,30.78µm
_00464_,30.76µm
pq_head_key\[15\],30.76µm
_09544_,30.72µm
_17197_,30.72µm
_19857_,30.72µm
_05959_,30.7µm
_18365_,30.7µm
_14793_,30.68µm
net1829,30.68µm
_08548_,30.66µm
u_sq.cnt_mem\[8\]\[8\],30.66µm
tick_divider\[6\],30.655µm
_05815_,30.64µm
u_ctrl.u_task_table.remaining_wcet_mem\[7\]\[15\],30.6µm
u_sq.cnt_mem\[13\]\[16\],30.6µm
u_sq.id_mem\[5\]\[1\],30.58µm
_00494_,30.56µm
_15875_,30.56µm
_17309_,30.56µm
net1839,30.55µm
_05159_,30.54µm
_05277_,30.54µm
_07863_,30.54µm
_17292_,30.54µm
u_sq.cnt_mem\[12\]\[24\],30.54µm
_05214_,30.52µm
_09644_,30.52µm
_10471_,30.52µm
_14500_,30.52µm
net802,30.5µm
_10529_,30.495µm
_03488_,30.46µm
_19545_,30.46µm
u_sq.cnt_mem\[12\]\[4\],30.44µm
_21069_,30.42µm
_14529_,30.38µm
_15622_,30.34µm
_18134_,30.3µm
_02945_,30.28µm
_18903_,30.28µm
u_sq.cnt_mem\[0\]\[21\],30.28µm
net941,30.28µm
_20205_,30.26µm
_04835_,30.22µm
_09633_,30.22µm
_14482_,30.22µm
_12600_,30.2µm
_21014_,30.2µm
u_ctrl.tt_wr_remaining_wcet\[4\],30.2µm
u_pq.cell_valid_w\[3\]\[0\],30.2µm
rsp_word\[8\],30.195µm
_14652_,30.18µm
_09269_,30.16µm
_10414_,30.16µm
_11636_,30.16µm
_20052_,30.16µm
_19069_,30.14µm
_11259_,30.12µm
_17338_,30.12µm
_00533_,30.1µm
_00593_,30.08µm
_04308_,30.08µm
_05850_,30.06µm
_04990_,30.04µm
_07305_,30.04µm
u_sq.cnt_mem\[10\]\[4\],30.02µm
_04041_,30µm
_10212_,30µm
_16876_,30µm
_09514_,29.98µm
_18141_,29.96µm
_21268_,29.96µm
_09430_,29.94µm
_09681_,29.94µm
u_sq.cnt_mem\[15\]\[20\],29.94µm
_09337_,29.92µm
u_ctrl.tt_wr_remaining_wcet\[11\],29.92µm
u_sq.cnt_mem\[15\]\[26\],29.92µm
net1494,29.89µm
_17029_,29.88µm
_07654_,29.86µm
_10679_,29.86µm
_07170_,29.84µm
_07630_,29.84µm
_03754_,29.82µm
_00492_,29.78µm
_05670_,29.78µm
_08447_,29.78µm
_06292_,29.76µm
_06975_,29.76µm
_20363_,29.76µm
_20873_,29.74µm
_11556_,29.72µm
_00424_,29.7µm
_00677_,29.7µm
u_sq.cnt_mem\[8\]\[26\],29.7µm
_16515_,29.68µm
_05373_,29.66µm
_05647_,29.66µm
_15477_,29.64µm
_00082_,29.605µm
_03864_,29.6µm
_15416_,29.6µm
net1444,29.59µm
_09071_,29.58µm
_18869_,29.58µm
_19972_,29.58µm
_02809_,29.565µm
_15855_,29.54µm
_20719_,29.5µm
_11870_,29.48µm
_07432_,29.46µm
_20327_,29.46µm
net58,29.46µm
_03242_,29.44µm
_11360_,29.44µm
_10618_,29.42µm
_16334_,29.42µm
u_ctrl.tick_count\[17\],29.42µm
_17058_,29.41µm
_08753_,29.4µm
u_ctrl.u_task_table.wcet_mem\[15\]\[9\],29.4µm
_11675_,29.38µm
net893,29.37µm
_06286_,29.36µm
_06140_,29.34µm
_10115_,29.34µm
_20594_,29.34µm
_06555_,29.32µm
_19383_,29.32µm
u_ctrl.tick_count\[22\],29.32µm
_15224_,29.315µm
_04891_,29.31µm
_15251_,29.3µm
u_sq.cnt_mem\[14\]\[11\],29.3µm
_08243_,29.28µm
_15703_,29.28µm
_03230_,29.26µm
_11474_,29.26µm
_12093_,29.26µm
rsp_word\[12\],29.25µm
_00441_,29.24µm
_20293_,29.24µm
u_sq.cnt_mem\[10\]\[24\],29.24µm
_08932_,29.2µm
net1390,29.19µm
_15444_,29.16µm
_16295_,29.16µm
_16383_,29.16µm
_18315_,29.16µm
_15555_,29.14µm
_17861_,29.14µm
_09234_,29.12µm
_10136_,29.12µm
net706,29.12µm
net1121,29.12µm
net1308,29.12µm
u_sq.cnt_mem\[4\]\[6\],29.1µm
_10318_,29.08µm
_11759_,29.08µm
_14676_,29.06µm
_05981_,29.04µm
_08471_,29.04µm
_08488_,29.04µm
_10811_,29.04µm
_14756_,29.04µm
_17177_,29.04µm
_19000_,29.04µm
_04520_,29.02µm
_19858_,29µm
u_sq.cnt_mem\[1\]\[21\],28.98µm
_00789_,28.96µm
_06860_,28.96µm
_09445_,28.96µm
net1737,28.95µm
_03248_,28.94µm
_11713_,28.94µm
_14660_,28.93µm
_04172_,28.92µm
_04586_,28.92µm
_15337_,28.88µm
_03735_,28.86µm
_20744_,28.84µm
_14655_,28.825µm
_14936_,28.82µm
_15205_,28.82µm
_17870_,28.82µm
u_sq.id_mem\[6\]\[1\],28.8µm
net1311,28.8µm
_15779_,28.79µm
_05574_,28.78µm
_12498_,28.745µm
u_sq.cnt_mem\[13\]\[12\],28.74µm
_20989_,28.72µm
_11583_,28.68µm
_14070_,28.68µm
_03297_,28.66µm
_03806_,28.66µm
_11808_,28.66µm
_15173_,28.66µm
_21282_,28.66µm
_12612_,28.64µm
_17710_,28.62µm
u_sq.id_mem\[1\]\[2\],28.62µm
_20946_,28.6µm
u_sq.cnt_mem\[9\]\[12\],28.6µm
_05985_,28.58µm
_06711_,28.58µm
_09427_,28.58µm
u_sq.cnt_mem\[12\]\[23\],28.58µm
_18966_,28.56µm
_18302_,28.55µm
_17854_,28.54µm
_04513_,28.44µm
_08676_,28.44µm
_09903_,28.44µm
u_sq.cnt_mem\[7\]\[3\],28.44µm
_06651_,28.42µm
_04050_,28.4µm
_04789_,28.4µm
_04818_,28.38µm
_19412_,28.38µm
_00893_,28.36µm
_05279_,28.36µm
_11522_,28.34µm
_16384_,28.34µm
_19272_,28.32µm
rsp_word\[31\],28.305µm
_17937_,28.3µm
u_ctrl.u_task_table.priority_mem\[11\]\[1\],28.3µm
u_ctrl.u_task_table.abs_deadline_mem\[11\]\[4\],28.295µm
_11772_,28.28µm
_15623_,28.28µm
net869,28.28µm
_15094_,28.265µm
_07693_,28.26µm
_17857_,28.22µm
_20292_,28.22µm
_04543_,28.2µm
_15513_,28.18µm
u_spi.rx_shift\[2\],28.18µm
_00595_,28.16µm
_07713_,28.16µm
_19916_,28.16µm
_20490_,28.16µm
_07462_,28.12µm
_10827_,28.12µm
_16050_,28.12µm
u_spi.rx_shift\[14\],28.12µm
u_sq.cnt_mem\[12\]\[5\],28.12µm
net376,28.12µm
net1525,28.12µm
_05452_,28.1µm
u_sq.cnt_mem\[14\]\[0\],28.1µm
net1892,28.1µm
_15506_,28.065µm
u_ctrl.u_task_table.deadline_mem\[15\]\[13\],28.065µm
_07869_,28.04µm
_08786_,28.04µm
_10273_,28.04µm
_19098_,28.04µm
_05774_,28.02µm
_09516_,28.02µm
u_sq.cnt_mem\[1\]\[22\],28.02µm
_05459_,28µm
_10140_,28µm
_16068_,28µm
u_sq.cnt_mem\[10\]\[2\],28µm
_15514_,27.98µm
_20022_,27.98µm
_20527_,27.98µm
_19822_,27.94µm
_06350_,27.92µm
_11551_,27.92µm
_21161_,27.92µm
net1711,27.92µm
_00097_,27.9µm
_10719_,27.9µm
_08737_,27.88µm
net1383,27.88µm
_04067_,27.86µm
_08679_,27.86µm
_10228_,27.86µm
_18683_,27.86µm
u_ctrl.u_task_table.period_mem\[15\]\[6\],27.84µm
_04258_,27.82µm
_17155_,27.82µm
_17720_,27.82µm
_04238_,27.8µm
_04409_,27.78µm
_20045_,27.78µm
_09068_,27.74µm
_09539_,27.74µm
_11538_,27.72µm
_19364_,27.72µm
u_sq.cnt_mem\[9\]\[22\],27.72µm
_00701_,27.705µm
_08624_,27.7µm
_09459_,27.7µm
_16528_,27.7µm
_08553_,27.68µm
_10449_,27.68µm
_17298_,27.68µm
_16545_,27.66µm
u_sq.cnt_mem\[13\]\[4\],27.66µm
_05326_,27.64µm
_10608_,27.64µm
_15276_,27.64µm
u_pq.cell_id_w\[3\]\[1\],27.62µm
u_sq.cnt_mem\[4\]\[12\],27.62µm
_17235_,27.6µm
net1793,27.6µm
_06679_,27.58µm
_07287_,27.58µm
_11088_,27.58µm
